,path,class
115,../../purrlab/kimia-path_960/C27.tif,C
116,../../purrlab/kimia-path_960/C28.tif,C
118,../../purrlab/kimia-path_960/C3.tif,C
119,../../purrlab/kimia-path_960/C30.tif,C
120,../../purrlab/kimia-path_960/C31.tif,C
121,../../purrlab/kimia-path_960/C32.tif,C
122,../../purrlab/kimia-path_960/C33.tif,C
123,../../purrlab/kimia-path_960/C34.tif,C
124,../../purrlab/kimia-path_960/C35.tif,C
125,../../purrlab/kimia-path_960/C36.tif,C
126,../../purrlab/kimia-path_960/C37.tif,C
127,../../purrlab/kimia-path_960/C38.tif,C
128,../../purrlab/kimia-path_960/C39.tif,C
129,../../purrlab/kimia-path_960/C4.tif,C
130,../../purrlab/kimia-path_960/C40.tif,C
131,../../purrlab/kimia-path_960/C41.tif,C
132,../../purrlab/kimia-path_960/C42.tif,C
133,../../purrlab/kimia-path_960/C43.tif,C
134,../../purrlab/kimia-path_960/C44.tif,C
135,../../purrlab/kimia-path_960/C45.tif,C
138,../../purrlab/kimia-path_960/C48.tif,C
140,../../purrlab/kimia-path_960/C6.tif,C
141,../../purrlab/kimia-path_960/C7.tif,C
142,../../purrlab/kimia-path_960/C8.tif,C
143,../../purrlab/kimia-path_960/C9.tif,C
144,../../purrlab/kimia-path_960/D1.tif,D
146,../../purrlab/kimia-path_960/D11.tif,D
147,../../purrlab/kimia-path_960/D12.tif,D
148,../../purrlab/kimia-path_960/D13.tif,D
150,../../purrlab/kimia-path_960/D15.tif,D
151,../../purrlab/kimia-path_960/D16.tif,D
153,../../purrlab/kimia-path_960/D18.tif,D
154,../../purrlab/kimia-path_960/D19.tif,D
155,../../purrlab/kimia-path_960/D2.tif,D
159,../../purrlab/kimia-path_960/D23.tif,D
160,../../purrlab/kimia-path_960/D24.tif,D
161,../../purrlab/kimia-path_960/D25.tif,D
162,../../purrlab/kimia-path_960/D26.tif,D
163,../../purrlab/kimia-path_960/D27.tif,D
164,../../purrlab/kimia-path_960/D28.tif,D
165,../../purrlab/kimia-path_960/D29.tif,D
166,../../purrlab/kimia-path_960/D3.tif,D
167,../../purrlab/kimia-path_960/D30.tif,D
169,../../purrlab/kimia-path_960/D32.tif,D
170,../../purrlab/kimia-path_960/D33.tif,D
171,../../purrlab/kimia-path_960/D34.tif,D
172,../../purrlab/kimia-path_960/D35.tif,D
174,../../purrlab/kimia-path_960/D37.tif,D
175,../../purrlab/kimia-path_960/D38.tif,D
176,../../purrlab/kimia-path_960/D39.tif,D
177,../../purrlab/kimia-path_960/D4.tif,D
178,../../purrlab/kimia-path_960/D40.tif,D
179,../../purrlab/kimia-path_960/D41.tif,D
180,../../purrlab/kimia-path_960/D42.tif,D
181,../../purrlab/kimia-path_960/D43.tif,D
182,../../purrlab/kimia-path_960/D44.tif,D
183,../../purrlab/kimia-path_960/D45.tif,D
184,../../purrlab/kimia-path_960/D46.tif,D
186,../../purrlab/kimia-path_960/D48.tif,D
187,../../purrlab/kimia-path_960/D5.tif,D
188,../../purrlab/kimia-path_960/D6.tif,D
189,../../purrlab/kimia-path_960/D7.tif,D
190,../../purrlab/kimia-path_960/D8.tif,D
193,../../purrlab/kimia-path_960/E10.tif,E
194,../../purrlab/kimia-path_960/E11.tif,E
195,../../purrlab/kimia-path_960/E12.tif,E
197,../../purrlab/kimia-path_960/E14.tif,E
198,../../purrlab/kimia-path_960/E15.tif,E
201,../../purrlab/kimia-path_960/E18.tif,E
202,../../purrlab/kimia-path_960/E19.tif,E
204,../../purrlab/kimia-path_960/E20.tif,E
205,../../purrlab/kimia-path_960/E21.tif,E
206,../../purrlab/kimia-path_960/E22.tif,E
207,../../purrlab/kimia-path_960/E23.tif,E
208,../../purrlab/kimia-path_960/E24.tif,E
209,../../purrlab/kimia-path_960/E25.tif,E
210,../../purrlab/kimia-path_960/E26.tif,E
213,../../purrlab/kimia-path_960/E29.tif,E
215,../../purrlab/kimia-path_960/E30.tif,E
216,../../purrlab/kimia-path_960/E31.tif,E
217,../../purrlab/kimia-path_960/E32.tif,E
218,../../purrlab/kimia-path_960/E33.tif,E
219,../../purrlab/kimia-path_960/E34.tif,E
220,../../purrlab/kimia-path_960/E35.tif,E
221,../../purrlab/kimia-path_960/E36.tif,E
222,../../purrlab/kimia-path_960/E37.tif,E
223,../../purrlab/kimia-path_960/E38.tif,E
225,../../purrlab/kimia-path_960/E4.tif,E
226,../../purrlab/kimia-path_960/E40.tif,E
227,../../purrlab/kimia-path_960/E41.tif,E
228,../../purrlab/kimia-path_960/E42.tif,E
229,../../purrlab/kimia-path_960/E43.tif,E
230,../../purrlab/kimia-path_960/E44.tif,E
232,../../purrlab/kimia-path_960/E46.tif,E
233,../../purrlab/kimia-path_960/E47.tif,E
234,../../purrlab/kimia-path_960/E48.tif,E
235,../../purrlab/kimia-path_960/E5.tif,E
236,../../purrlab/kimia-path_960/E6.tif,E
237,../../purrlab/kimia-path_960/E7.tif,E
238,../../purrlab/kimia-path_960/E8.tif,E
239,../../purrlab/kimia-path_960/E9.tif,E
240,../../purrlab/kimia-path_960/F1.tif,F
241,../../purrlab/kimia-path_960/F10.tif,F
242,../../purrlab/kimia-path_960/F11.tif,F
243,../../purrlab/kimia-path_960/F12.tif,F
245,../../purrlab/kimia-path_960/F14.tif,F
246,../../purrlab/kimia-path_960/F15.tif,F
247,../../purrlab/kimia-path_960/F16.tif,F
249,../../purrlab/kimia-path_960/F18.tif,F
250,../../purrlab/kimia-path_960/F19.tif,F
251,../../purrlab/kimia-path_960/F2.tif,F
252,../../purrlab/kimia-path_960/F20.tif,F
253,../../purrlab/kimia-path_960/F21.tif,F
254,../../purrlab/kimia-path_960/F22.tif,F
255,../../purrlab/kimia-path_960/F23.tif,F
256,../../purrlab/kimia-path_960/F24.tif,F
257,../../purrlab/kimia-path_960/F25.tif,F
258,../../purrlab/kimia-path_960/F26.tif,F
259,../../purrlab/kimia-path_960/F27.tif,F
261,../../purrlab/kimia-path_960/F29.tif,F
262,../../purrlab/kimia-path_960/F3.tif,F
263,../../purrlab/kimia-path_960/F30.tif,F
265,../../purrlab/kimia-path_960/F32.tif,F
266,../../purrlab/kimia-path_960/F33.tif,F
267,../../purrlab/kimia-path_960/F34.tif,F
268,../../purrlab/kimia-path_960/F35.tif,F
270,../../purrlab/kimia-path_960/F37.tif,F
271,../../purrlab/kimia-path_960/F38.tif,F
272,../../purrlab/kimia-path_960/F39.tif,F
273,../../purrlab/kimia-path_960/F4.tif,F
274,../../purrlab/kimia-path_960/F40.tif,F
275,../../purrlab/kimia-path_960/F41.tif,F
276,../../purrlab/kimia-path_960/F42.tif,F
278,../../purrlab/kimia-path_960/F44.tif,F
279,../../purrlab/kimia-path_960/F45.tif,F
280,../../purrlab/kimia-path_960/F46.tif,F
281,../../purrlab/kimia-path_960/F47.tif,F
282,../../purrlab/kimia-path_960/F48.tif,F
285,../../purrlab/kimia-path_960/F7.tif,F
287,../../purrlab/kimia-path_960/F9.tif,F
289,../../purrlab/kimia-path_960/G10.tif,G
290,../../purrlab/kimia-path_960/G11.tif,G
293,../../purrlab/kimia-path_960/G14.tif,G
294,../../purrlab/kimia-path_960/G15.tif,G
295,../../purrlab/kimia-path_960/G16.tif,G
297,../../purrlab/kimia-path_960/G18.tif,G
298,../../purrlab/kimia-path_960/G19.tif,G
299,../../purrlab/kimia-path_960/G2.tif,G
300,../../purrlab/kimia-path_960/G20.tif,G
301,../../purrlab/kimia-path_960/G21.tif,G
302,../../purrlab/kimia-path_960/G22.tif,G
303,../../purrlab/kimia-path_960/G23.tif,G
306,../../purrlab/kimia-path_960/G26.tif,G
307,../../purrlab/kimia-path_960/G27.tif,G
308,../../purrlab/kimia-path_960/G28.tif,G
309,../../purrlab/kimia-path_960/G29.tif,G
310,../../purrlab/kimia-path_960/G3.tif,G
311,../../purrlab/kimia-path_960/G30.tif,G
312,../../purrlab/kimia-path_960/G31.tif,G
313,../../purrlab/kimia-path_960/G32.tif,G
314,../../purrlab/kimia-path_960/G33.tif,G
315,../../purrlab/kimia-path_960/G34.tif,G
316,../../purrlab/kimia-path_960/G35.tif,G
317,../../purrlab/kimia-path_960/G36.tif,G
318,../../purrlab/kimia-path_960/G37.tif,G
321,../../purrlab/kimia-path_960/G4.tif,G
322,../../purrlab/kimia-path_960/G40.tif,G
323,../../purrlab/kimia-path_960/G41.tif,G
325,../../purrlab/kimia-path_960/G43.tif,G
326,../../purrlab/kimia-path_960/G44.tif,G
328,../../purrlab/kimia-path_960/G46.tif,G
329,../../purrlab/kimia-path_960/G47.tif,G
330,../../purrlab/kimia-path_960/G48.tif,G
331,../../purrlab/kimia-path_960/G5.tif,G
332,../../purrlab/kimia-path_960/G6.tif,G
333,../../purrlab/kimia-path_960/G7.tif,G
334,../../purrlab/kimia-path_960/G8.tif,G
335,../../purrlab/kimia-path_960/G9.tif,G
336,../../purrlab/kimia-path_960/H1.tif,H
338,../../purrlab/kimia-path_960/H11.tif,H
339,../../purrlab/kimia-path_960/H12.tif,H
340,../../purrlab/kimia-path_960/H13.tif,H
341,../../purrlab/kimia-path_960/H14.tif,H
342,../../purrlab/kimia-path_960/H15.tif,H
343,../../purrlab/kimia-path_960/H16.tif,H
345,../../purrlab/kimia-path_960/H18.tif,H
347,../../purrlab/kimia-path_960/H2.tif,H
348,../../purrlab/kimia-path_960/H20.tif,H
350,../../purrlab/kimia-path_960/H22.tif,H
352,../../purrlab/kimia-path_960/H24.tif,H
353,../../purrlab/kimia-path_960/H25.tif,H
355,../../purrlab/kimia-path_960/H27.tif,H
356,../../purrlab/kimia-path_960/H28.tif,H
357,../../purrlab/kimia-path_960/H29.tif,H
358,../../purrlab/kimia-path_960/H3.tif,H
359,../../purrlab/kimia-path_960/H30.tif,H
360,../../purrlab/kimia-path_960/H31.tif,H
361,../../purrlab/kimia-path_960/H32.tif,H
362,../../purrlab/kimia-path_960/H33.tif,H
363,../../purrlab/kimia-path_960/H34.tif,H
364,../../purrlab/kimia-path_960/H35.tif,H
366,../../purrlab/kimia-path_960/H37.tif,H
367,../../purrlab/kimia-path_960/H38.tif,H
368,../../purrlab/kimia-path_960/H39.tif,H
369,../../purrlab/kimia-path_960/H4.tif,H
370,../../purrlab/kimia-path_960/H40.tif,H
372,../../purrlab/kimia-path_960/H42.tif,H
373,../../purrlab/kimia-path_960/H43.tif,H
374,../../purrlab/kimia-path_960/H44.tif,H
375,../../purrlab/kimia-path_960/H45.tif,H
376,../../purrlab/kimia-path_960/H46.tif,H
378,../../purrlab/kimia-path_960/H48.tif,H
379,../../purrlab/kimia-path_960/H5.tif,H
380,../../purrlab/kimia-path_960/H6.tif,H
381,../../purrlab/kimia-path_960/H7.tif,H
382,../../purrlab/kimia-path_960/H8.tif,H
383,../../purrlab/kimia-path_960/H9.tif,H
384,../../purrlab/kimia-path_960/I1.tif,I
385,../../purrlab/kimia-path_960/I10.tif,I
386,../../purrlab/kimia-path_960/I11.tif,I
387,../../purrlab/kimia-path_960/I12.tif,I
388,../../purrlab/kimia-path_960/I13.tif,I
390,../../purrlab/kimia-path_960/I15.tif,I
391,../../purrlab/kimia-path_960/I16.tif,I
392,../../purrlab/kimia-path_960/I17.tif,I
393,../../purrlab/kimia-path_960/I18.tif,I
394,../../purrlab/kimia-path_960/I19.tif,I
395,../../purrlab/kimia-path_960/I2.tif,I
396,../../purrlab/kimia-path_960/I20.tif,I
397,../../purrlab/kimia-path_960/I21.tif,I
398,../../purrlab/kimia-path_960/I22.tif,I
399,../../purrlab/kimia-path_960/I23.tif,I
400,../../purrlab/kimia-path_960/I24.tif,I
402,../../purrlab/kimia-path_960/I26.tif,I
403,../../purrlab/kimia-path_960/I27.tif,I
404,../../purrlab/kimia-path_960/I28.tif,I
405,../../purrlab/kimia-path_960/I29.tif,I
406,../../purrlab/kimia-path_960/I3.tif,I
407,../../purrlab/kimia-path_960/I30.tif,I
408,../../purrlab/kimia-path_960/I31.tif,I
409,../../purrlab/kimia-path_960/I32.tif,I
411,../../purrlab/kimia-path_960/I34.tif,I
412,../../purrlab/kimia-path_960/I35.tif,I
413,../../purrlab/kimia-path_960/I36.tif,I
414,../../purrlab/kimia-path_960/I37.tif,I
415,../../purrlab/kimia-path_960/I38.tif,I
418,../../purrlab/kimia-path_960/I40.tif,I
419,../../purrlab/kimia-path_960/I41.tif,I
421,../../purrlab/kimia-path_960/I43.tif,I
423,../../purrlab/kimia-path_960/I45.tif,I
424,../../purrlab/kimia-path_960/I46.tif,I
425,../../purrlab/kimia-path_960/I47.tif,I
427,../../purrlab/kimia-path_960/I5.tif,I
428,../../purrlab/kimia-path_960/I6.tif,I
430,../../purrlab/kimia-path_960/I8.tif,I
432,../../purrlab/kimia-path_960/J1.tif,J
433,../../purrlab/kimia-path_960/J10.tif,J
434,../../purrlab/kimia-path_960/J11.tif,J
435,../../purrlab/kimia-path_960/J12.tif,J
436,../../purrlab/kimia-path_960/J13.tif,J
437,../../purrlab/kimia-path_960/J14.tif,J
438,../../purrlab/kimia-path_960/J15.tif,J
440,../../purrlab/kimia-path_960/J17.tif,J
441,../../purrlab/kimia-path_960/J18.tif,J
442,../../purrlab/kimia-path_960/J19.tif,J
443,../../purrlab/kimia-path_960/J2.tif,J
445,../../purrlab/kimia-path_960/J21.tif,J
447,../../purrlab/kimia-path_960/J23.tif,J
449,../../purrlab/kimia-path_960/J25.tif,J
451,../../purrlab/kimia-path_960/J27.tif,J
452,../../purrlab/kimia-path_960/J28.tif,J
453,../../purrlab/kimia-path_960/J29.tif,J
455,../../purrlab/kimia-path_960/J30.tif,J
457,../../purrlab/kimia-path_960/J32.tif,J
458,../../purrlab/kimia-path_960/J33.tif,J
460,../../purrlab/kimia-path_960/J35.tif,J
461,../../purrlab/kimia-path_960/J36.tif,J
462,../../purrlab/kimia-path_960/J37.tif,J
463,../../purrlab/kimia-path_960/J38.tif,J
464,../../purrlab/kimia-path_960/J39.tif,J
466,../../purrlab/kimia-path_960/J40.tif,J
467,../../purrlab/kimia-path_960/J41.tif,J
468,../../purrlab/kimia-path_960/J42.tif,J
469,../../purrlab/kimia-path_960/J43.tif,J
470,../../purrlab/kimia-path_960/J44.tif,J
471,../../purrlab/kimia-path_960/J45.tif,J
472,../../purrlab/kimia-path_960/J46.tif,J
473,../../purrlab/kimia-path_960/J47.tif,J
474,../../purrlab/kimia-path_960/J48.tif,J
475,../../purrlab/kimia-path_960/J5.tif,J
477,../../purrlab/kimia-path_960/J7.tif,J
478,../../purrlab/kimia-path_960/J8.tif,J
479,../../purrlab/kimia-path_960/J9.tif,J
480,../../purrlab/kimia-path_960/K1.tif,K
482,../../purrlab/kimia-path_960/K11.tif,K
483,../../purrlab/kimia-path_960/K12.tif,K
486,../../purrlab/kimia-path_960/K15.tif,K
487,../../purrlab/kimia-path_960/K16.tif,K
488,../../purrlab/kimia-path_960/K17.tif,K
489,../../purrlab/kimia-path_960/K18.tif,K
490,../../purrlab/kimia-path_960/K19.tif,K
491,../../purrlab/kimia-path_960/K2.tif,K
492,../../purrlab/kimia-path_960/K20.tif,K
493,../../purrlab/kimia-path_960/K21.tif,K
494,../../purrlab/kimia-path_960/K22.tif,K
495,../../purrlab/kimia-path_960/K23.tif,K
496,../../purrlab/kimia-path_960/K24.tif,K
497,../../purrlab/kimia-path_960/K25.tif,K
499,../../purrlab/kimia-path_960/K27.tif,K
500,../../purrlab/kimia-path_960/K28.tif,K
501,../../purrlab/kimia-path_960/K29.tif,K
502,../../purrlab/kimia-path_960/K3.tif,K
505,../../purrlab/kimia-path_960/K32.tif,K
506,../../purrlab/kimia-path_960/K33.tif,K
507,../../purrlab/kimia-path_960/K34.tif,K
508,../../purrlab/kimia-path_960/K35.tif,K
509,../../purrlab/kimia-path_960/K36.tif,K
510,../../purrlab/kimia-path_960/K37.tif,K
511,../../purrlab/kimia-path_960/K38.tif,K
512,../../purrlab/kimia-path_960/K39.tif,K
513,../../purrlab/kimia-path_960/K4.tif,K
515,../../purrlab/kimia-path_960/K41.tif,K
516,../../purrlab/kimia-path_960/K42.tif,K
517,../../purrlab/kimia-path_960/K43.tif,K
518,../../purrlab/kimia-path_960/K44.tif,K
520,../../purrlab/kimia-path_960/K46.tif,K
521,../../purrlab/kimia-path_960/K47.tif,K
523,../../purrlab/kimia-path_960/K5.tif,K
524,../../purrlab/kimia-path_960/K6.tif,K
525,../../purrlab/kimia-path_960/K7.tif,K
526,../../purrlab/kimia-path_960/K8.tif,K
527,../../purrlab/kimia-path_960/K9.tif,K
528,../../purrlab/kimia-path_960/L1.tif,L
530,../../purrlab/kimia-path_960/L11.tif,L
531,../../purrlab/kimia-path_960/L12.tif,L
532,../../purrlab/kimia-path_960/L13.tif,L
533,../../purrlab/kimia-path_960/L14.tif,L
534,../../purrlab/kimia-path_960/L15.tif,L
535,../../purrlab/kimia-path_960/L16.tif,L
536,../../purrlab/kimia-path_960/L17.tif,L
537,../../purrlab/kimia-path_960/L18.tif,L
538,../../purrlab/kimia-path_960/L19.tif,L
539,../../purrlab/kimia-path_960/L2.tif,L
540,../../purrlab/kimia-path_960/L20.tif,L
541,../../purrlab/kimia-path_960/L21.tif,L
544,../../purrlab/kimia-path_960/L24.tif,L
545,../../purrlab/kimia-path_960/L25.tif,L
546,../../purrlab/kimia-path_960/L26.tif,L
547,../../purrlab/kimia-path_960/L27.tif,L
548,../../purrlab/kimia-path_960/L28.tif,L
550,../../purrlab/kimia-path_960/L3.tif,L
551,../../purrlab/kimia-path_960/L30.tif,L
552,../../purrlab/kimia-path_960/L31.tif,L
553,../../purrlab/kimia-path_960/L32.tif,L
554,../../purrlab/kimia-path_960/L33.tif,L
557,../../purrlab/kimia-path_960/L36.tif,L
559,../../purrlab/kimia-path_960/L38.tif,L
560,../../purrlab/kimia-path_960/L39.tif,L
561,../../purrlab/kimia-path_960/L4.tif,L
563,../../purrlab/kimia-path_960/L41.tif,L
564,../../purrlab/kimia-path_960/L42.tif,L
565,../../purrlab/kimia-path_960/L43.tif,L
567,../../purrlab/kimia-path_960/L45.tif,L
568,../../purrlab/kimia-path_960/L46.tif,L
570,../../purrlab/kimia-path_960/L48.tif,L
571,../../purrlab/kimia-path_960/L5.tif,L
572,../../purrlab/kimia-path_960/L6.tif,L
573,../../purrlab/kimia-path_960/L7.tif,L
574,../../purrlab/kimia-path_960/L8.tif,L
575,../../purrlab/kimia-path_960/L9.tif,L
576,../../purrlab/kimia-path_960/M1.tif,M
577,../../purrlab/kimia-path_960/M10.tif,M
578,../../purrlab/kimia-path_960/M11.tif,M
579,../../purrlab/kimia-path_960/M12.tif,M
580,../../purrlab/kimia-path_960/M13.tif,M
581,../../purrlab/kimia-path_960/M14.tif,M
584,../../purrlab/kimia-path_960/M17.tif,M
585,../../purrlab/kimia-path_960/M18.tif,M
586,../../purrlab/kimia-path_960/M19.tif,M
587,../../purrlab/kimia-path_960/M2.tif,M
588,../../purrlab/kimia-path_960/M20.tif,M
593,../../purrlab/kimia-path_960/M25.tif,M
594,../../purrlab/kimia-path_960/M26.tif,M
595,../../purrlab/kimia-path_960/M27.tif,M
596,../../purrlab/kimia-path_960/M28.tif,M
598,../../purrlab/kimia-path_960/M3.tif,M
599,../../purrlab/kimia-path_960/M30.tif,M
600,../../purrlab/kimia-path_960/M31.tif,M
601,../../purrlab/kimia-path_960/M32.tif,M
602,../../purrlab/kimia-path_960/M33.tif,M
603,../../purrlab/kimia-path_960/M34.tif,M
604,../../purrlab/kimia-path_960/M35.tif,M
605,../../purrlab/kimia-path_960/M36.tif,M
607,../../purrlab/kimia-path_960/M38.tif,M
608,../../purrlab/kimia-path_960/M39.tif,M
609,../../purrlab/kimia-path_960/M4.tif,M
610,../../purrlab/kimia-path_960/M40.tif,M
611,../../purrlab/kimia-path_960/M41.tif,M
612,../../purrlab/kimia-path_960/M42.tif,M
613,../../purrlab/kimia-path_960/M43.tif,M
614,../../purrlab/kimia-path_960/M44.tif,M
615,../../purrlab/kimia-path_960/M45.tif,M
616,../../purrlab/kimia-path_960/M46.tif,M
617,../../purrlab/kimia-path_960/M47.tif,M
618,../../purrlab/kimia-path_960/M48.tif,M
620,../../purrlab/kimia-path_960/M6.tif,M
621,../../purrlab/kimia-path_960/M7.tif,M
622,../../purrlab/kimia-path_960/M8.tif,M
623,../../purrlab/kimia-path_960/M9.tif,M
625,../../purrlab/kimia-path_960/N10.tif,N
626,../../purrlab/kimia-path_960/N11.tif,N
627,../../purrlab/kimia-path_960/N12.tif,N
628,../../purrlab/kimia-path_960/N13.tif,N
630,../../purrlab/kimia-path_960/N15.tif,N
632,../../purrlab/kimia-path_960/N17.tif,N
633,../../purrlab/kimia-path_960/N18.tif,N
634,../../purrlab/kimia-path_960/N19.tif,N
635,../../purrlab/kimia-path_960/N2.tif,N
636,../../purrlab/kimia-path_960/N20.tif,N
637,../../purrlab/kimia-path_960/N21.tif,N
638,../../purrlab/kimia-path_960/N22.tif,N
639,../../purrlab/kimia-path_960/N23.tif,N
640,../../purrlab/kimia-path_960/N24.tif,N
642,../../purrlab/kimia-path_960/N26.tif,N
643,../../purrlab/kimia-path_960/N27.tif,N
644,../../purrlab/kimia-path_960/N28.tif,N
645,../../purrlab/kimia-path_960/N29.tif,N
646,../../purrlab/kimia-path_960/N3.tif,N
647,../../purrlab/kimia-path_960/N30.tif,N
648,../../purrlab/kimia-path_960/N31.tif,N
649,../../purrlab/kimia-path_960/N32.tif,N
650,../../purrlab/kimia-path_960/N33.tif,N
653,../../purrlab/kimia-path_960/N36.tif,N
654,../../purrlab/kimia-path_960/N37.tif,N
655,../../purrlab/kimia-path_960/N38.tif,N
656,../../purrlab/kimia-path_960/N39.tif,N
657,../../purrlab/kimia-path_960/N4.tif,N
658,../../purrlab/kimia-path_960/N40.tif,N
660,../../purrlab/kimia-path_960/N42.tif,N
661,../../purrlab/kimia-path_960/N43.tif,N
662,../../purrlab/kimia-path_960/N44.tif,N
663,../../purrlab/kimia-path_960/N45.tif,N
665,../../purrlab/kimia-path_960/N47.tif,N
666,../../purrlab/kimia-path_960/N48.tif,N
668,../../purrlab/kimia-path_960/N6.tif,N
669,../../purrlab/kimia-path_960/N7.tif,N
671,../../purrlab/kimia-path_960/N9.tif,N
672,../../purrlab/kimia-path_960/O1.tif,O
673,../../purrlab/kimia-path_960/O10.tif,O
674,../../purrlab/kimia-path_960/O11.tif,O
675,../../purrlab/kimia-path_960/O12.tif,O
676,../../purrlab/kimia-path_960/O13.tif,O
677,../../purrlab/kimia-path_960/O14.tif,O
678,../../purrlab/kimia-path_960/O15.tif,O
679,../../purrlab/kimia-path_960/O16.tif,O
681,../../purrlab/kimia-path_960/O18.tif,O
682,../../purrlab/kimia-path_960/O19.tif,O
683,../../purrlab/kimia-path_960/O2.tif,O
684,../../purrlab/kimia-path_960/O20.tif,O
685,../../purrlab/kimia-path_960/O21.tif,O
686,../../purrlab/kimia-path_960/O22.tif,O
687,../../purrlab/kimia-path_960/O23.tif,O
688,../../purrlab/kimia-path_960/O24.tif,O
690,../../purrlab/kimia-path_960/O26.tif,O
691,../../purrlab/kimia-path_960/O27.tif,O
692,../../purrlab/kimia-path_960/O28.tif,O
693,../../purrlab/kimia-path_960/O29.tif,O
694,../../purrlab/kimia-path_960/O3.tif,O
